CODAGENCIA;NOMAGENCIA;CLUSTER;GASTOS_PROMEDIOREDONDEO;GASTOS_SUMAAJUSTADA;GASTOS_IMPORTEABC;NUEVO_GASTOS_CARGOCUENTAINGRESO_CANTIDAD;PENDIENTES_15DIAS_CANTIDAD;PENDIENTES_15DIAS_IMPORTE;PENDIENTES_FALTANTE_CANTIDAD;PENDIENTES_FALTANTE_IMPORTE;PENDIENTES_ANOMALIA_CANTIDAD;PENDIENTES_ANOMALIA_IMPORTE;PENDIENTES_FINSEMANA_NORMAL_CANTIDAD;PENDIENTES_FINSEMANA_IMPORTE;PENDIENTES_RULETEO_CANTIDAD;PENDIENTES_MENORPROMEDIO_CANTIDAD;PENDIENTES_MENORPROMEDIO_IMPORTE;NUEVO_PENDIENTES_FUERAOFICINA_CANTIDAD;NUEVO_PENDIENTES_SALIDAEFECTO_CANTIDAD;NUEVO_PENDIENTES_FINSEMANA_CANTIDAD;PENDIENTES_RARA_CANTIDAD;TIPOCAMBIO_IMPORTEDOLAR;DEUDA_PERDIDA_GCOMERCIAL;DEUDA_DEFICIENTE_GCOMERCIAL;DEUDA_DUDOSO_GCOMERCIAL;DEUDA_PERDIDA_GOPERATIVO;DEUDA_DEFICIENTE_GOPERATIVO;DEUDA_DUDOSO_GOPERATIVO;DEUDA_PERDIDA_GCONTROL;DEUDA_DEFICIENTE_GCONTROL;DEUDA_DUDOSO_GCONTROL;DIFERENCIACAJA_CANTIDAD;DIFERENCIACAJA_IMPORTE;MATRICULAINACTIVA_OPERACION_CANTIDAD;VACACIONESNEGRAS_CONEXION_CANTIDAD;VACACIONESNEGRAS_VISTOBUENO_CANTIDAD;ANOEXPERIENCIA_GCOMERCIAL;ANOEXPERIENCIA_GOPERATIVO;ANOEXPERIENCIA_GCONTROL;ROTACION_RATIO_PERSONAL;FRAUDE_CANTIDAD
191118;AG.MAP SANTA ANITA;0;0.0;0.0;0.0;0.0;1.0;100.0;0.0;0.0;14.0;1370.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;15554.76;0.0;11.0;0.0;0.0;0.0;3634.0;0.124074074;2.0
191120;AG. PROCERES;0;0.0;0.0;0.0;0.0;14.0;3669.8;0.0;0.0;71.0;261390.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5067.0;0.059027778;0.0
192016;AGENCIA MINKA;0;0.0;0.0;0.0;0.0;8.0;10081.33;0.0;0.0;22.0;1458.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7373.0;0.057619048;1.0
193001;AG.CC SAN BORJA;0;0.0;0.0;0.0;0.0;3.0;385.3;0.0;0.0;7.0;2110.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;0.0;0.0;8775.0;0.051503759;0.0
193020;AG. ANGAMOS;0;0.0;0.0;0.0;0.0;2.0;70.0;0.0;0.0;7.0;640.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;6212.0;0.071428571;0.0
193038;AG.LOS DAMASCOS;0;0.0;0.0;0.0;0.0;5.0;2020.0;0.0;0.0;26.0;3030.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;6931.0;0.052139037;0.0
193045;AG.LA PLANICIE;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;700.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;4354.0;0.164583333;0.0
193054;AG.LA FONTANA;0;0.0;0.0;0.0;0.0;13.0;4095.0;0.0;0.0;7.0;11120.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;40.0;0.0;0.0;0.0;4920.0;0.066666667;1.0
193056;AG. JUAN DE ALIAGA;0;0.0;0.0;0.0;0.0;7.0;2990.0;0.0;0.0;4.0;240.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;5858.0;0.095117845;0.0
193064;AG. DEL AIRE;0;0.0;0.0;0.0;0.0;2.0;140.0;0.0;0.0;12.0;1950.0;0.0;0.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.01;0.0;4.0;4.0;0.0;0.0;5666.0;0.08675213700000001;0.0
193085;AG. JORGE BASADRE;0;0.0;0.0;0.0;0.0;3.0;3763.156;0.0;0.0;6.0;364.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;3091.0;0.0;0.0
194001;AG.CHORRILLOS;0;0.0;0.0;0.0;0.0;4.0;1660.0;0.0;0.0;13.0;1240.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4328.0;0.0;0.0
194009;MIRAFLORES AG. SAN JUAN DE MIRAFLORES;0;0.0;0.0;321.333333;1.0;11.0;3070.0;0.0;0.0;7.0;390.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;27.0;2.0;0.0;0.0;9637.0;0.0;0.0
194051;AG. ATOCONGO OPEN PLAZA;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;350.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;15.0;0.0;0.0;1216.0;0.222222222;0.0
194069;AG. COMANDANTE ESPINAR II;0;0.0;0.0;0.0;0.0;5.0;2050.0;0.0;0.0;3.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;13.0;0.0;0.0;0.0;3974.0;0.115384615;0.0
194072;AG. MERCADERES;0;0.0;0.0;0.0;0.0;11.0;3820.43;0.0;0.0;14.0;9500.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;0.0;0.0;0.0;10278.0;0.087419872;3.0
194073;AG. OVALO HIGUERETA;0;0.0;0.0;0.0;0.0;8.0;2716.0;0.0;0.0;4.0;710.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;5667.0;0.083333333;1.0
194082;AG.CENTRO EMPRESARIAL HIGUERETA;0;0.0;0.0;0.0;0.0;5.0;1538.0;0.0;0.0;8.0;4880.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;36.0;0.0;0.0;0.0;6307.0;0.0;0.0
194094;AG. SALVADOR ALLENDE;0;0.0;0.0;0.0;0.0;9.0;1251.98;0.0;0.0;9.0;1940.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2295.0;0.083333333;0.0
194097;AG. MATELLINI;0;0.0;0.0;0.0;0.0;10.0;1730.0;0.0;0.0;11.0;1340.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0;6.0;0.0;0.0;5788.0;0.076923077;0.0
215000;AREQUIPA BCA SERV;0;0.0;0.0;406.0;242.0;68.0;9685.6;0.0;0.0;127.0;631780.86;0.0;0.0;4.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;18.0;0.0;0.0;0.0;16814.0;0.031746032;0.0
215014;AG. MARIANO MELGAR;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;2970.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1245.0;0.101010101;0.0
215015;AG. SIGLO XX;0;0.0;0.0;0.0;0.0;7.0;2788.0;0.0;0.0;11.0;1110.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;10798.0;0.074861326;0.0
305000;AG. CHICLAYO BCA SERV.;0;0.0;0.0;442.771428;47.0;101.0;11627.3396;0.0;0.0;228.0;43939.5;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;17984110.3;0.0;0.0;0.0;0.0;0.0;8191.0;0.02144405;1.0
310000;AG. CHIMBOTE BCA SERV.;0;0.0;317.75;355.0;170.0;58.0;6639.2048;0.0;0.0;142.0;3821.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;9936570.0;2.0;15.0;0.0;0.0;0.0;8022.0;0.054135789;1.0
315001;AG. EL CARMEN;0;0.0;0.0;0.0;0.0;9.0;2160.41;0.0;0.0;14.0;660.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;4501.0;0.111111111;0.0
318000;AG. CHOTA BANCA DE SERVICIO;0;0.0;1500.0;200.0;1.0;0.0;0.0;0.0;0.0;2.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;0.0;0.0;0.0;1379.0;0.0;0.0
335000;AG. HUACHO BAC SERV.;0;0.0;0.0;214.746;0.0;82.0;9014.4;0.0;0.0;44.0;8012.9;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;25.0;0.0;0.0;0.0;9795.0;0.054320871;2.0
405003;AG. SAN ROMAN;0;0.0;0.0;0.0;0.0;1.0;796.77;0.0;0.0;16.0;473.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;12.0;0.0;0.0;5892.0;0.078129117;0.0
410000;AG. LA MERCED BCA SERV.;0;0.0;1087.1775;289.966666;5.0;12.0;3240.0;0.0;0.0;26.0;943.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;5463.0;0.11993007;0.0
415000;AG. LAMBAYEQUE;0;0.0;1600.0;150.0;2.0;3.0;402.9;0.0;0.0;7.0;615.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;16.0;0.0;0.0;4886.0;0.064583333;0.0
440000;AG. NAZCA BCA SERV.;0;0.0;0.0;500.0;4.0;3.0;130.0;0.0;0.0;5.0;420.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;7.0;0.0;0.0;5158.0;0.048926293;1.0
475001;AG. GRAU;0;0.0;0.0;0.0;0.0;7.0;2230.0;0.0;0.0;14.0;1404.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;10411.0;0.057142857;1.0
475006;AG. OPEN PLAZA PIURA;0;0.0;2180.0;0.0;9.0;7.0;2470.0;0.0;0.0;16.0;6930.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4200.0;0.058823529;0.0
475010;AG. CHULUCANAS;0;0.0;0.0;0.0;0.0;1.0;800.0;0.0;0.0;8.0;1200.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9451.0;0.0;1.0
513000;AG. SAN J MARCONA B SE;0;0.0;0.0;0.0;3.0;2.0;1050.0;0.0;0.0;2.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;2792.0;0.0;0.0
550001;AG. ALCIDES CARRION;0;0.0;0.0;0.0;0.0;6.0;4792.99;0.0;0.0;9.0;700.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;2404.0;0.083333333;1.0
555000;AG. TARMA BCA SERV.;0;0.0;0.0;100.0;2.0;1.0;100.0;0.0;0.0;9.0;1411.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;10.0;0.0;0.0;6441.0;0.076923077;1.0
560000;TINGO MARIA BANCA DE SERVICIO;0;0.0;0.0;0.0;5.0;14.0;4493.0;0.0;0.0;11.0;406.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;5114.0;0.09121732;1.0
570000;AG. TRUJILLO BCA SERV.;0;0.0;95.0;300.0;14.0;825.0;69340.4898;0.0;0.0;162.0;13939.7;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;28034822.4;0.0;28.0;10.0;0.0;0.0;13494.0;0.027689716;0.0
570012;AG. TRUJILLO OPEN PLAZA;0;0.0;0.0;983.333333;7.0;54.0;6344.62;0.0;0.0;16.0;4874.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;6358.0;0.041666667;0.0
575000;TUMBES BANCA DE SERVICIO;0;0.0;750.0;1800.0;1.0;17.0;4422.0;0.0;0.0;22.0;2060.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4875880.0;0.0;4.0;0.0;0.0;0.0;4583.0;0.033333333;3.0
191002;AG.MERCADO CENTRAL;0;0.0;0.0;0.0;0.0;22.0;7024.62;0.0;0.0;14.0;9034.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;6441.0;0.058823529;2.0
191004;AG.PLAZA SAN MARTIN;0;0.0;0.0;0.0;0.0;2.0;200.0;0.0;0.0;6.0;628.1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5308.0;0.080882353;0.0
191005;AG.GRAU;0;0.0;0.0;0.0;0.0;14.0;3793.28;0.0;0.0;16.0;5790.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;0.0;0.0;0.0;7539.0;0.057734205;1.0
191006;AG. AV.AVIACION;0;0.0;0.0;0.0;0.0;13.0;10057.33;0.0;0.0;14.0;1280.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;0.0;0.0;0.0;4321.0;0.086111111;0.0
191023;AG.HABICH;0;0.0;0.0;0.0;0.0;6.0;935.5;0.0;0.0;13.0;1120.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;30.0;0.0;0.0;5670.0;0.065277778;0.0
191033;AG. PARQUE CANEPA;0;0.0;0.0;0.0;0.0;5.0;1849.11;0.0;0.0;4.0;250.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;8.0;0.0;0.0;6360.0;0.069047619;0.0
191035;AG.PUENTE PIEDRA;0;0.0;0.0;0.0;0.0;8.0;2130.0;0.0;0.0;16.0;9220.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;2805.0;0.055555556;0.0
191041;AG.EL AGUSTINO;0;0.0;0.0;0.0;0.0;11.0;5720.0;0.0;0.0;24.0;9970.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;6.0;0.0;0.0;6563.0;0.069047619;0.0
191072;AG. MEXICO;0;0.0;0.0;0.0;0.0;6.0;2783.32;0.0;0.0;10.0;2620.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;10207.0;0.075091575;0.0
191078;AG.MENDIOLA;0;0.0;0.0;0.0;0.0;5.0;2870.0;0.0;0.0;15.0;1540.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;6590.0;0.077380952;0.0
191108;MALL AVENTURA SJL;0;0.0;0.0;0.0;0.0;11.0;4103.15;0.0;0.0;7.0;2260.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;19806363.0;0.0;0.0;0.0;0.0;0.0;3234.0;0.067857143;0.0
191142;AG. MUNICIPALIDAD INDEPENDENCIA;0;0.0;0.0;0.0;0.0;9.0;3346.1;0.0;0.0;1.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;3042.0;0.05;1.0
192003;AG.LA PUNTA;0;0.0;0.0;0.0;0.0;3.0;3644.0;0.0;0.0;6.0;500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;5.0;0.0;0.0;8156.0;0.133333333;0.0
192022;AG.CANTOLAO;0;0.0;0.0;0.0;0.0;7.0;4114.0;0.0;0.0;13.0;6630.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6948.0;0.118055556;0.0
192029;AG.CANTA CALLAO OPEN PLZ.;0;0.0;619.84;340.0;2.0;6.0;1726.4;0.0;0.0;24.0;25725.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;2.0;0.0;0.0;7485.0;0.063815789;0.0
193000;SAN ISIDRO BANCA DE SERVICIO;0;0.0;0.0;368.21;6.0;28.0;44748.88;0.0;0.0;26.0;7520.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1060.0;2929023427.0;0.0;10.0;0.0;0.0;0.0;8271.0;0.025214393;2.0
193000;SAN ISIDRO CAJA TP;0;0.0;0.0;368.21;6.0;28.0;44748.88;0.0;0.0;26.0;7520.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1060.0;2929023427.0;0.0;10.0;0.0;0.0;0.0;8271.0;0.025214393;2.0
193011;AG. JOCKEY PLAZA;0;0.0;0.0;0.0;0.0;4.0;910.0;0.0;0.0;22.0;4590.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.0;0.0;0.0;0.0;8025.0;0.057195826;0.0
193055;AG. LOS ROBLES;0;0.0;0.0;0.0;0.0;3.0;760.46;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;5799.0;0.0;0.0
193057;AG.REAL PLAZA SALAVERRY;0;0.0;0.0;0.0;0.0;8.0;1600.0;0.0;0.0;4.0;220.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;0.0;0.0;0.0;2624.0;0.095454545;0.0
193065;AG.PETIT THOUARS;0;0.0;0.0;0.0;0.0;4.0;811.02;0.0;0.0;4.0;280.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;2665.0;0.084166667;0.0
193067;AG. SAN BORJA SUR;0;0.0;0.0;0.0;0.0;3.0;1020.0;0.0;0.0;2.0;220.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;1682.0;0.083333333;0.0
193070;AG.SAN LUIS;0;0.0;0.0;0.0;0.0;7.0;2570.0;0.0;0.0;5.0;590.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;5890.0;0.0;1.0
194000;MIRAFLORES BANCA DE SERVICIO;0;0.0;0.0;266.445;138.0;1199.0;139004.44;0.0;0.0;2360.0;11334238.8;0.0;0.0;9.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1068.0;3100428835.0;1.0;13.0;0.0;0.0;0.0;19642.0;0.02907606;0.0
194000;MIRAFLORES CAJA TP;0;0.0;0.0;266.445;138.0;1199.0;139004.44;0.0;0.0;2360.0;11334238.8;0.0;0.0;9.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1068.0;3100428835.0;1.0;13.0;0.0;0.0;0.0;19642.0;0.02907606;0.0
194015;AG. RICARDO PALMA;0;0.0;0.0;0.0;0.0;6.0;1340.0;0.0;0.0;3.0;500.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;5.0;0.0;0.0;7936.0;0.0;0.0
194037;AG. CAMINOS DEL INCA;0;0.0;0.0;0.0;0.0;7.0;1502.0;0.0;0.0;5.0;700.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;0.0;7470.0;0.0625;0.0
194038;AG. ASIA;0;0.0;0.0;0.0;0.0;3.0;435.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0
194058;AG. STRIP CENTER ALAMEDA SUR;0;0.0;0.0;0.0;0.0;4.0;1670.0;0.0;0.0;11.0;8950.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;8.0;0.0;0.0;3536.0;0.153846154;0.0
194063;AG. CASTRO IGLESIAS;0;0.0;0.0;0.0;0.0;7.0;2311.2;0.0;0.0;14.0;2325.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;0.0;0.0;0.0;4279.0;0.076923077;0.0
